# Source: Arcturus5404/miniature-paints (MIT, 2022 Rick Fleuren)
# https://github.com/Arcturus5404/miniature-paints
# Normalized via scripts/build_paint_db.py.
# Hex values are community-derived from vendor swatches; spot-check
# before trusting individual rows. Edit this file directly to correct.
# category=solid is the only category included in the optimizer.
name,brand,line,sku,hex,category,notes
Brass Scorpion,citadel,citadel_layer,,#A65D2C,metallic,
Cadian Fleshtone,citadel,citadel_layer,,#C47652,solid,
Calgar Blue,citadel,citadel_layer,,#2A497F,solid,
Canoptek Alloy,citadel,citadel_layer,,#C3B2AC,metallic,
Castellax Bronze,citadel,citadel_layer,,#C68351,metallic,
Dark Reaper,citadel,citadel_layer,,#354D4C,solid,
Dawnstone,citadel,citadel_layer,,#697068,solid,
Deathclaw Brown,citadel,citadel_layer,,#AF634F,solid,
Dechala Lilac,citadel,citadel_layer,,#B598C9,solid,
Deepkin Flesh,citadel,citadel_layer,,#A9B79F,solid,
Doombull Brown,citadel,citadel_layer,,#570003,solid,
Dorn Yellow,citadel,citadel_layer,,#FFF55A,solid,
Elysian Green,citadel,citadel_layer,,#6B8C37,solid,
Emperor Children,citadel,citadel_layer,,#B74073,solid,
Eshin Grey,citadel,citadel_layer,,#484B4E,solid,
Evil Sunz Scarlet,citadel,citadel_layer,,#C01411,solid,
Fenrisian Grey,citadel,citadel_layer,,#6D94B3,solid,
Fire Dragon Bright,citadel,citadel_layer,,#F4874E,solid,
Flash Gitz Yellow,citadel,citadel_layer,,#FFF300,solid,
Flayed One Flesh,citadel,citadel_layer,,#EEC483,solid,
Fulgrim Pink,citadel,citadel_layer,,#F3ABCA,solid,
Fulgurite Copper,citadel,citadel_layer,,#CE8D51,metallic,
Gauss Blaster Green,citadel,citadel_layer,,#7FC1A5,solid,
Gehenna Gold,citadel,citadel_layer,,#C96B18,metallic,
Genestealer Purple,citadel,citadel_layer,,#7658A5,solid,
Gorthor Brown,citadel,citadel_layer,,#5F463F,solid,
Hashut Copper,citadel,citadel_layer,,#BA885F,metallic,
Hoeth Blue,citadel,citadel_layer,,#4C78AF,solid,
Ironbreaker,citadel,citadel_layer,,#899092,metallic,
Kabalite Green,citadel,citadel_layer,,#008962,solid,
Kakophoni Purple,citadel,citadel_layer,,#8869AE,solid,
Karak Stone,citadel,citadel_layer,,#B7945C,solid,
Kislev Flesh,citadel,citadel_layer,,#D1A570,solid,
Knight-Questor Flesh,citadel,citadel_layer,,#996563,solid,
Krieg Khaki,citadel,citadel_layer,,#BCBB7E,solid,
Liberator Gold,citadel,citadel_layer,,#E1BA7F,metallic,
Loren Forest,citadel,citadel_layer,,#486C25,solid,
Lothern Blue,citadel,citadel_layer,,#2C9BCC,solid,
Lugganath Orange,citadel,citadel_layer,,#F69B82,solid,
Moot Green,citadel,citadel_layer,,#3DAF44,solid,
Nurgling Green,citadel,citadel_layer,,#7E975E,solid,
Ogryn Camo,citadel,citadel_layer,,#96A648,solid,
Pallid Wych Flesh,citadel,citadel_layer,,#CACCBB,solid,
Phalanx Yellow,citadel,citadel_layer,,#FFE200,solid,
Pink Horror,citadel,citadel_layer,,#8E2757,solid,
Runefang Steel,citadel,citadel_layer,,#C2C8CC,metallic,
Russ Grey,citadel,citadel_layer,,#507085,solid,
Screaming Skull,citadel,citadel_layer,,#B9C099,solid,
Skarsnik Green,citadel,citadel_layer,,#588F6B,solid,
Skavenblight Dinge,citadel,citadel_layer,,#45413B,solid,
Skrag Brown,citadel,citadel_layer,,#8B4806,solid,
Skullcrusher Brass,citadel,citadel_layer,,#F4CB7A,metallic,
Slaanesh Grey,citadel,citadel_layer,,#8B8893,solid,
Sons of Horus Green,citadel,citadel_layer,,#00545E,solid,
Sotek Green,citadel,citadel_layer,,#0B6371,solid,
Squig Orange,citadel,citadel_layer,,#A74D42,solid,
Stormhost Silver,citadel,citadel_layer,,#DADDDF,metallic,
Stormvermin Fur,citadel,citadel_layer,,#6D655F,solid,
Straken Green,citadel,citadel_layer,,#597F1C,solid,
Sybarite Green,citadel,citadel_layer,,#17A166,solid,
Sycorax Bronze,citadel,citadel_layer,,#BB9F84,metallic,
Tallarn Sand,citadel,citadel_layer,,#A07409,solid,
Tau Light Ochre,citadel,citadel_layer,,#BC6B10,solid,
Teclis Blue,citadel,citadel_layer,,#3877BF,solid,
Temple Guard Blue,citadel,citadel_layer,,#239489,solid,
Thunderhawk Blue,citadel,citadel_layer,,#396A70,solid,
Troll Slayer Orange,citadel,citadel_layer,,#F16C23,solid,
Tuskgor Fur,citadel,citadel_layer,,#863231,solid,
Ulthuan Grey,citadel,citadel_layer,,#C4DDD5,solid,
Ungor Flesh,citadel,citadel_layer,,#D1A560,solid,
Ushabti Bone,citadel,citadel_layer,,#ABA173,solid,
Vulkan Green,citadel,citadel_layer,,#223C2E,solid,
Warboss Green,citadel,citadel_layer,,#317E57,solid,
Warpfiend Grey,citadel,citadel_layer,,#66656E,solid,
Warpstone Glow,citadel,citadel_layer,,#0F702A,exclude,
Wazdakka Red,citadel,citadel_layer,,#880804,solid,
White Scar,citadel,citadel_layer,,#FFFFFF,solid,
Wild Rider Red,citadel,citadel_layer,,#E82E1B,solid,
Word Bearers Red,citadel,citadel_layer,,#620104,solid,
Xereus Purple,citadel,citadel_layer,,#47125A,solid,
Yriel Yellow,citadel,citadel_layer,,#FFD900,solid,
Zamesi Desert,citadel,citadel_layer,,#D89D1B,solid,
Agrax Earthshade,citadel,citadel_shade,,#A99D8D,wash,
Agrax Earthshade Gloss,citadel,citadel_shade,,#B4AA9E,wash,
Asurmen Blue Wash,citadel,citadel_shade,,#273E51,wash,
Athonian Camoshade,citadel,citadel_shade,,#B6B788,wash,
Baal Red Wash,citadel,citadel_shade,,#630808,wash,
Badab Black Wash,citadel,citadel_shade,,#000000,wash,
Biel-Tan Green,citadel,citadel_shade,,#7DA57A,wash,
Carroburg Crimson,citadel,citadel_shade,,#BE80A4,wash,
Cassandora Yellow,citadel,citadel_shade,,#F5CC92,wash,
Coelia Greenshade,citadel,citadel_shade,,#1B8F85,wash,
Cryptek Armourshade Gloss,citadel,citadel_shade,,#856A67,wash,
Devlan Mud Wash,citadel,citadel_shade,,#393121,wash,
Drakenhof Nightshade,citadel,citadel_shade,,#A1A5AF,wash,
Druchii Violet,citadel,citadel_shade,,#8F6592,wash,
Flesh Wash,citadel,citadel_shade,,#CE8C42,wash,
Fuegan Orange,citadel,citadel_shade,,#BB7648,wash,
Gryphonne Sepia Wash,citadel,citadel_shade,,#843910,wash,
Leviathan Purple Wash,citadel,citadel_shade,,#842994,wash,
Nuln Oil,citadel,citadel_shade,,#9E9A98,wash,
Nuln Oil Gloss,citadel,citadel_shade,,#B3AFAE,wash,
Ogryn Flesh Wash,citadel,citadel_shade,,#CE8C42,wash,
Reikland Fleshshade,citadel,citadel_shade,,#BE9A80,wash,
Reikland Fleshshade Gloss,citadel,citadel_shade,,#C2A896,wash,
Seraphim Sepia,citadel,citadel_shade,,#AE8158,wash,
Munitorum Varnish,citadel,citadel_spray,,#FAFAFA,exclude,
Smelly Primer,citadel,citadel_spray,,#FFFFFF,exclude,
'Ardcoat,citadel,citadel_technical,,#F9F9F9,technical,
Agrellan Badland,citadel,citadel_technical,,#B39E80,technical,
Agrellan Earth,citadel,citadel_technical,,#B39E80,technical,
Armageddon Dunes,citadel,citadel_technical,,#E8D36F,technical,
Armageddon Dust,citadel,citadel_technical,,#D2AD00,technical,
Astrogranite,citadel,citadel_technical,,#767675,technical,
Astrogranite Debris,citadel,citadel_technical,,#9D9D9D,technical,
Blood For The Blood God,citadel,citadel_technical,,#600106,technical,
Contrast Medium,citadel,citadel_technical,,#F9F9F9,exclude,
Hexwraith Flame,citadel,citadel_technical,,#29A236,technical,
Lahmian Medium,citadel,citadel_technical,,#F9F9F9,exclude,
Martian Ironcrust,citadel,citadel_technical,,#CF705D,technical,
Martian Ironearth,citadel,citadel_technical,,#CF705D,technical,
Mordant Earth,citadel,citadel_technical,,#171314,technical,
Nighthaunt Gloom,citadel,citadel_technical,,#3A686E,technical,
Nihilakh Oxide,citadel,citadel_technical,,#66B39A,technical,
Nurgles Rot,citadel,citadel_technical,,#9D8B16,technical,
Soulstone Blue,citadel,citadel_technical,,#142758,technical,
Spiritstone Red,citadel,citadel_technical,,#8A2A1E,technical,
Stirland Battlemire,citadel,citadel_technical,,#70490D,technical,
Stirland Mud,citadel,citadel_technical,,#482B00,technical,
Stormshield,citadel,citadel_technical,,#F9F9F9,technical,
Tesseract Glow,citadel,citadel_technical,,#65AB46,technical,
Typhus Corrosion,citadel,citadel_technical,,#373A22,technical,
Valhallan Blizzard,citadel,citadel_technical,,#E1E1E1,technical,
Waystone Green,citadel,citadel_technical,,#23513D,technical,
Antique Gold,vallejo,vallejo_arte_deco,85.015,#856A3B,exclude,
Antique Ochre,vallejo,vallejo_arte_deco,85.175,#CD9D37,exclude,
Antique White,vallejo,vallejo_arte_deco,85.002,#FCFDED,exclude,
Apple Green,vallejo,vallejo_arte_deco,85.082,#99DA84,exclude,
Arena Sand,vallejo,vallejo_arte_deco,85.012,#FEE8D9,exclude,
Autumn Red,vallejo,vallejo_arte_deco,85.176,#833331,exclude,
Baby Blue,vallejo,vallejo_arte_deco,85.061,#BCCEEC,exclude,
Baby Pink,vallejo,vallejo_arte_deco,85.046,#FEA8D6,exclude,
Berry Red,vallejo,vallejo_arte_deco,85.038,#A81915,exclude,
Blue Grey Mist,vallejo,vallejo_arte_deco,85.072,#6AA29F,exclude,
Blue Maze,vallejo,vallejo_arte_deco,85.073,#3B5D6A,exclude,
Blueberry,vallejo,vallejo_arte_deco,85.064,#1B2E6A,exclude,
Bluegrass Green,vallejo,vallejo_arte_deco,85.080,#007B59,exclude,
Bougainvillea,vallejo,vallejo_arte_deco,85.049,#AC2D84,exclude,
Boysenberry Pink,vallejo,vallejo_arte_deco,85.024,#DB4584,exclude,
Brandywine,vallejo,vallejo_arte_deco,85.042,#7B1C16,exclude,
Bright Green,vallejo,vallejo_arte_deco,85.091,#61C44E,exclude,
Burgundy,vallejo,vallejo_arte_deco,85.037,#C41422,exclude,
Burnt Orange,vallejo,vallejo_arte_deco,85.030,#D92625,exclude,
Burnt Sienna,vallejo,vallejo_arte_deco,85.116,#672C28,exclude,
Buttermilk,vallejo,vallejo_arte_deco,85.003,#FFFDE2,exclude,
Calico Red,vallejo,vallejo_arte_deco,85.033,#E20F16,exclude,
Cashmere Beige,vallejo,vallejo_arte_deco,85.107,#FEBDB5,exclude,
Charcoal Grey,vallejo,vallejo_arte_deco,85.119,#253338,exclude,
Colonial Green,vallejo,vallejo_arte_deco,85.074,#4F8384,exclude,
Cool Neutral Tone,vallejo,vallejo_arte_deco,85.103,#B2A48F,exclude,
Coral Rose,vallejo,vallejo_arte_deco,85.025,#ED7590,exclude,
Country Blue,vallejo,vallejo_arte_deco,85.056,#939ED6,exclude,
Country Red,vallejo,vallejo_arte_deco,85.034,#9F1B19,exclude,
Crackle Medium,vallejo,vallejo_arte_deco,84.160,#F8F5E5,exclude,
Cranberry,vallejo,vallejo_arte_deco,85.043,#4A2828,exclude,
Crimson Tide,vallejo,vallejo_arte_deco,85.039,#833F58,exclude,
Dark Chocolate,vallejo,vallejo_arte_deco,85.118,#522721,exclude,
Dark Orange,vallejo,vallejo_arte_deco,85.028,#E5371C,exclude,
Dark Orchid,vallejo,vallejo_arte_deco,85.048,#AF1F5C,exclude,
Dark Pine,vallejo,vallejo_arte_deco,85.084,#005D40,exclude,
Dark Rosewood,vallejo,vallejo_arte_deco,85.174,#421922,exclude,
Deep Teal,vallejo,vallejo_arte_deco,85.075,#01937E,exclude,
Desert Sand,vallejo,vallejo_arte_deco,85.011,#EDEBC6,exclude,
Desert Turquoise,vallejo,vallejo_arte_deco,85.078,#018D8C,exclude,
Dove Grey,vallejo,vallejo_arte_deco,85.101,#ECECEC,exclude,
Dusty Rose,vallejo,vallejo_arte_deco,85.020,#FC8992,exclude,
Evergreen,vallejo,vallejo_arte_deco,85.090,#1E3930,exclude,
Flesh Tone no. 2,vallejo,vallejo_arte_deco,85.018,#EEC3B2,exclude,
Forest Green,vallejo,vallejo_arte_deco,85.089,#055D2B,exclude,
Georgia Clay,vallejo,vallejo_arte_deco,85.031,#BE3E17,exclude,
Golden Ochre,vallejo,vallejo_arte_deco,85.110,#C87356,exclude,
Gooseberry Pink,vallejo,vallejo_arte_deco,85.023,#DC6888,exclude,
Grey Sky,vallejo,vallejo_arte_deco,85.102,#C5B4A8,exclude,
Harvest Yellow,vallejo,vallejo_arte_deco,85.013,#FEBB39,exclude,
Holly Green,vallejo,vallejo_arte_deco,85.094,#004A39,exclude,
Hyacinth Blue,vallejo,vallejo_arte_deco,85.055,#986BB8,exclude,
Hyacinth Rose,vallejo,vallejo_arte_deco,85.021,#D39699,exclude,
Indian Turquoise,vallejo,vallejo_arte_deco,85.071,#9BD5D9,exclude,
Kelly Green,vallejo,vallejo_arte_deco,85.092,#008E4D,exclude,
Lavender,vallejo,vallejo_arte_deco,85.054,#7E398C,exclude,
Leaf Green,vallejo,vallejo_arte_deco,85.098,#006E37,exclude,
Light Avocado,vallejo,vallejo_arte_deco,85.096,#5DA97A,exclude,
Light Magenta,vallejo,vallejo_arte_deco,85.047,#FA68B8,exclude,
Lila,vallejo,vallejo_arte_deco,85.051,#DDABD9,exclude,
Lt Cinnamon,vallejo,vallejo_arte_deco,85.115,#A27784,exclude,
Mauve,vallejo,vallejo_arte_deco,85.041,#9F4F5E,exclude,
Midnight Blue,vallejo,vallejo_arte_deco,85.070,#012D2C,exclude,
Mink Tan,vallejo,vallejo_arte_deco,85.108,#B57B69,exclude,
Mint Julep,vallejo,vallejo_arte_deco,85.077,#A6CBAA,exclude,
Mistletoe,vallejo,vallejo_arte_deco,85.093,#347645,exclude,
Mocha,vallejo,vallejo_arte_deco,85.112,#FB8A7C,exclude,
Naphthol Red,vallejo,vallejo_arte_deco,85.032,#C61819,exclude,
Navy Blue,vallejo,vallejo_arte_deco,85.069,#2E214F,exclude,
Neon Blue,vallejo,vallejo_arte_deco,85.137,#06266D,exclude,
Neon Green,vallejo,vallejo_arte_deco,85.138,#009331,exclude,
Neon Magenta,vallejo,vallejo_arte_deco,85.136,#E60068,exclude,
Neon Pink,vallejo,vallejo_arte_deco,85.135,#E50058,exclude,
Neon Red,vallejo,vallejo_arte_deco,85.134,#EB4E22,exclude,
Neon Yellow,vallejo,vallejo_arte_deco,85.132,#FFF170,exclude,
Old Silver,vallejo,vallejo_arte_deco,81.124,#CCBDBA,exclude,
Orange Pearl,vallejo,vallejo_arte_deco,85.133,#F58841,exclude,
Orchid,vallejo,vallejo_arte_deco,85.052,#DD97CF,exclude,
Pale Lavender,vallejo,vallejo_arte_deco,85.053,#CA64B6,exclude,
Peaches,vallejo,vallejo_arte_deco,85.019,#FCA6B4,exclude,
Pearl Medium,vallejo,vallejo_arte_deco,84.158,#C2C2C2,exclude,
Permanent Rose,vallejo,vallejo_arte_deco,85.173,#940D3B,exclude,
Pineapple,vallejo,vallejo_arte_deco,85.005,#DEEF90,exclude,
Plantation Pine,vallejo,vallejo_arte_deco,85.085,#206D2F,exclude,
Pumpkin,vallejo,vallejo_arte_deco,85.027,#F64128,exclude,
Raspberry,vallejo,vallejo_arte_deco,85.036,#943856,exclude,
Red Iron Oxide,vallejo,vallejo_arte_deco,85.040,#742916,exclude,
Rookwood Red,vallejo,vallejo_arte_deco,85.044,#663330,exclude,
Rose Red,vallejo,vallejo_arte_deco,85.035,#E82B6D,exclude,
Sable Brown,vallejo,vallejo_arte_deco,85.114,#915E48,exclude,
Salem Blue,vallejo,vallejo_arte_deco,85.062,#5A7E9F,exclude,
Sapphire Blue,vallejo,vallejo_arte_deco,85.059,#244997,exclude,
Sea Aqua,vallejo,vallejo_arte_deco,85.076,#85CAC7,exclude,
Slate Grey,vallejo,vallejo_arte_deco,85.104,#B4B3AE,exclude,
Spice Pink,vallejo,vallejo_arte_deco,85.022,#F4A5AB,exclude,
Spring Green,vallejo,vallejo_arte_deco,85.086,#DEF2CA,exclude,
Spring Yellow,vallejo,vallejo_arte_deco,85.081,#BCD731,exclude,
Taffy Cream,vallejo,vallejo_arte_deco,85.004,#EEF2CD,exclude,
Tangerine,vallejo,vallejo_arte_deco,85.026,#FB7129,exclude,
Taupe,vallejo,vallejo_arte_deco,85.105,#D37B82,exclude,
Teal Green,vallejo,vallejo_arte_deco,85.099,#457E6D,exclude,
Textile Medium,vallejo,vallejo_arte_deco,84.159,#ECECEC,exclude,
Toffee,vallejo,vallejo_arte_deco,85.111,#FAD1B1,exclude,
True Blue,vallejo,vallejo_arte_deco,85.058,#014C8D,exclude,
True Violet,vallejo,vallejo_arte_deco,85.050,#412B6C,exclude,
Tulip Yellow,vallejo,vallejo_arte_deco,85.010,#FDDA9A,exclude,
Ultra Blue Deep,vallejo,vallejo_arte_deco,85.060,#2E2979,exclude,
Uniform Blue,vallejo,vallejo_arte_deco,85.068,#363153,exclude,
Victorian Blue,vallejo,vallejo_arte_deco,85.067,#35578D,exclude,
Viridian Green,vallejo,vallejo_arte_deco,85.095,#056C41,exclude,
Warm Neutral Tone,vallejo,vallejo_arte_deco,85.106,#F39C81,exclude,
Wedgewood Blue,vallejo,vallejo_arte_deco,85.065,#324C65,exclude,
Williamsburg Blue,vallejo,vallejo_arte_deco,85.057,#5F779D,exclude,
Barbarian Flesh,vallejo,vallejo_game_air,72.771,#A17C62,solid,
Bronze Flesh Tone,vallejo,vallejo_game_air,72.736,#EF9849,metallic,
Burned Flesh,vallejo,vallejo_game_air,72.770,#A26641,solid,
Chain Mail Silver,vallejo,vallejo_game_air,72.753,#AEAEAE,metallic,
Cobra Leather,vallejo,vallejo_game_air,72.740,#855C26,solid,
Cold Grey,vallejo,vallejo_game_air,72.750,#828385,solid,
Dark Flesh Tone,vallejo,vallejo_game_air,72.744,#5B4844,solid,
Flesh,vallejo,vallejo_game_air,72.769,#F6BD90,solid,
Light Livery Green,vallejo,vallejo_game_air,72.733,#92BD16,solid,
Red Terracotta,vallejo,vallejo_game_air,72.772,#79423D,solid,
Stone Wall Grey,vallejo,vallejo_game_air,72.749,#A1A2A4,solid,
Abyssal Turquoise,vallejo,vallejo_game_color,72.120,#1B3E54,solid,
Alien Purple,vallejo,vallejo_game_color,72.076,#7161A8,solid,
Angel Green,vallejo,vallejo_game_color,72.123,#324D2C,solid,
Aquamarine,vallejo,vallejo_game_color,72.119,#007C74,solid,
Arctic White,vallejo,vallejo_game_color,72.002,#FFFFFF,solid,
Athena Skin,vallejo,vallejo_game_color,72.107,#C85B54,solid,
Barbarian Skin,vallejo,vallejo_game_color,72.071,#926641,solid,
Beasty Brown,vallejo,vallejo_game_color,72.043,#7F5525,solid,
Bile Green,vallejo,vallejo_game_color,72.122,#D5D900,solid,
Bloody Red,vallejo,vallejo_game_color,72.010,#D41C1C,solid,
Bone White,vallejo,vallejo_game_color,72.034,#BEA374,solid,
Brassy Brass,vallejo,vallejo_game_color,72.058,#E9D7CB,metallic,
Bright Bronze,vallejo,vallejo_game_color,72.057,#E7D5BF,metallic,
Bronze Brown,vallejo,vallejo_game_color,72.036,#B16921,metallic,
Brown,vallejo,vallejo_game_color,72.092,#9A632A,solid,
Camouflage Green,vallejo,vallejo_game_color,72.031,#8B7732,solid,
Cayman Green,vallejo,vallejo_game_color,72.067,#59542A,solid,
Chainmail,vallejo,vallejo_game_color,72.053,#E4E5E9,solid,
Charcoal,vallejo,vallejo_game_color,72.155,#363638,solid,
Charred Brown,vallejo,vallejo_game_color,72.045,#422A26,solid,
Dark Fleshtone,vallejo,vallejo_game_color,72.044,#603429,solid,
Dark Green,vallejo,vallejo_game_color,72.028,#1F3727,solid,
Dark Gunmetal,vallejo,vallejo_game_color,72.054,#DADADA,metallic,
Dark Turquoise,vallejo,vallejo_game_color,72.084,#01708B,solid,
Dead Flesh,vallejo,vallejo_game_color,72.035,#C3AA4D,solid,
Dead White,vallejo,vallejo_game_color,72.001,#FFFFFF,solid,
Deep Magenta,vallejo,vallejo_game_color,72.113,#622640,solid,
Dirty Grey,vallejo,vallejo_game_color,72.145,#675F30,solid,
Dried Blood,vallejo,vallejo_game_color,72.133,#622A1D,solid,
Dry Rust,vallejo,vallejo_game_color,72.136,#5E332D,solid,
Dwarf Skin,vallejo,vallejo_game_color,72.041,#D99169,solid,
Earth,vallejo,vallejo_game_color,72.062,#775730,solid,
Electric Blue,vallejo,vallejo_game_color,72.023,#4399B2,solid,
Elf Skin Tone,vallejo,vallejo_game_color,72.004,#CA8854,solid,
Elfic Blue,vallejo,vallejo_game_color,72.117,#50617D,solid,
Elfic Flesh,vallejo,vallejo_game_color,72.098,#EAD7B9,solid,
Evil Red,vallejo,vallejo_game_color,72.112,#461E26,solid,
Filthy Brown,vallejo,vallejo_game_color,72.037,#E99300,solid,
Fluorescent Blue,vallejo,vallejo_game_color,72.160,#0082CD,exclude,
Fluorescent Cold Green,vallejo,vallejo_game_color,72.161,#007074,exclude,
Fluorescent Green,vallejo,vallejo_game_color,72.104,#74B72C,exclude,
Fluorescent Magenta,vallejo,vallejo_game_color,72.158,#E8348D,exclude,
Fluorescent Orange,vallejo,vallejo_game_color,72.156,#E84E10,exclude,
Fluorescent Red,vallejo,vallejo_game_color,72.157,#DD2F52,exclude,
Fluorescent Violet,vallejo,vallejo_game_color,72.159,#6F257A,exclude,
Fluorescent Yellow,vallejo,vallejo_game_color,72.103,#F0E639,exclude,
Foul Green,vallejo,vallejo_game_color,72.025,#00A27D,solid,
Fresh Blood,vallejo,vallejo_game_color,72.132,#7E2B19,solid,
Ghost Green,vallejo,vallejo_game_color,72.121,#83C192,solid,
Ghost Grey,vallejo,vallejo_game_color,72.046,#C2CBD4,solid,
Glacier Blue,vallejo,vallejo_game_color,72.095,#CDD9F1,solid,
Glorious Gold,vallejo,vallejo_game_color,72.056,#F4E3C5,metallic,
Goblin Green,vallejo,vallejo_game_color,72.030,#576033,solid,
Gold Yellow,vallejo,vallejo_game_color,72.007,#D67419,metallic,
Gorgon Brown,vallejo,vallejo_game_color,72.124,#5A2E23,solid,
Gory Red,vallejo,vallejo_game_color,72.011,#7D1F1F,solid,
Green,vallejo,vallejo_game_color,72.089,#007133,solid,
Grunge Brown,vallejo,vallejo_game_color,72.115,#864326,solid,
Hammered Copper,vallejo,vallejo_game_color,72.059,#DCCFC7,metallic,
Heavy Black Green,vallejo,vallejo_game_color,72.147,#3E4943,solid,
Heavy Blue,vallejo,vallejo_game_color,72.143,#405B78,solid,
Heavy Bluegrey,vallejo,vallejo_game_color,72.144,#CBCAC8,solid,
Heavy Brown,vallejo,vallejo_game_color,72.153,#7B674E,solid,
Heavy Gold Brown,vallejo,vallejo_game_color,72.151,#B68644,metallic,
Heavy Green,vallejo,vallejo_game_color,72.146,#566637,solid,
Heavy Kakhi,vallejo,vallejo_game_color,72.149,#B49F50,solid,
Heavy Ochre,vallejo,vallejo_game_color,72.150,#AE7727,solid,
Heavy Orange,vallejo,vallejo_game_color,72.152,#EA5E0F,solid,
Heavy Red,vallejo,vallejo_game_color,72.141,#8D363C,solid,
Heavy Siena,vallejo,vallejo_game_color,72.154,#5E483B,solid,
Heavy Skin Tone,vallejo,vallejo_game_color,72.140,#AD8468,solid,
Heavy Violet,vallejo,vallejo_game_color,72.142,#484069,solid,
Hexed Lichen,vallejo,vallejo_game_color,72.015,#4B2753,solid,
Hot Orange,vallejo,vallejo_game_color,72.009,#E23922,solid,
Imperial Blue,vallejo,vallejo_game_color,72.020,#262A47,solid,
Jade Green,vallejo,vallejo_game_color,72.026,#007155,solid,
Livery Green,vallejo,vallejo_game_color,72.033,#9DC451,solid,
Lustful Purple,vallejo,vallejo_game_color,72.114,#B78BBC,solid,
Magic Blue,vallejo,vallejo_game_color,72.021,#0069AA,solid,
Midnight Purple,vallejo,vallejo_game_color,72.116,#2D1E33,solid,
Moon Yellow,vallejo,vallejo_game_color,72.005,#EEB800,solid,
Mutation Green,vallejo,vallejo_game_color,72.105,#4C7650,solid,
Night Blue,vallejo,vallejo_game_color,72.019,#202430,solid,
Nocturnal Red,vallejo,vallejo_game_color,72.111,#551C22,solid,
Orange Fire,vallejo,vallejo_game_color,72.008,#EB5B1E,solid,
Pale Flesh,vallejo,vallejo_game_color,72.003,#CBA37F,solid,
Pale Yellow,vallejo,vallejo_game_color,72.097,#EBCE7E,solid,
Parasite Brown,vallejo,vallejo_game_color,72.042,#A35C1E,solid,
Plague Brown,vallejo,vallejo_game_color,72.039,#AB7131,solid,
Polished Gold,vallejo,vallejo_game_color,72.055,#F8ECC2,metallic,
Rosy Flesh,vallejo,vallejo_game_color,72.100,#E58A6B,solid,
Rotten White,vallejo,vallejo_game_color,72.130,#F0EEEF,solid,
Rust,vallejo,vallejo_game_color,72.131,#E45314,solid,
Scarlet Blood,vallejo,vallejo_game_color,72.106,#C22222,solid,
Scarlet Red,vallejo,vallejo_game_color,72.012,#761E1D,solid,
Scorpy Green,vallejo,vallejo_game_color,72.032,#4F8436,solid,
Scrofulous Brown,vallejo,vallejo_game_color,72.038,#A7691C,solid,
Scurvy Green,vallejo,vallejo_game_color,72.027,#1F4D43,solid,
Sepia,vallejo,vallejo_game_color,72.091,#563D27,solid,
Sick Green,vallejo,vallejo_game_color,72.029,#406037,solid,
Skin,vallejo,vallejo_game_color,72.093,#5C2D27,solid,
Skin Tone,vallejo,vallejo_game_color,72.099,#E5AB85,solid,
Smokey Ink,vallejo,vallejo_game_color,72.068,#493632,solid,
Sombre Grey,vallejo,vallejo_game_color,72.048,#535D69,solid,
Squid Pink,vallejo,vallejo_game_color,72.013,#C778A5,solid,
Steel Grey,vallejo,vallejo_game_color,72.102,#7B92A2,metallic,
Stonewall Grey,vallejo,vallejo_game_color,72.049,#9C9384,solid,
Stormy Blue,vallejo,vallejo_game_color,72.018,#413F57,solid,
Succubus Skin,vallejo,vallejo_game_color,72.108,#933D46,solid,
Sun Yellow,vallejo,vallejo_game_color,72.006,#F6A300,solid,
Sunrise Blue,vallejo,vallejo_game_color,72.118,#73C9EC,solid,
Sunset Orange,vallejo,vallejo_game_color,72.110,#F4973A,solid,
Tan,vallejo,vallejo_game_color,72.066,#95604E,solid,
Terracotta,vallejo,vallejo_game_color,72.065,#693E38,solid,
Tinny Tin,vallejo,vallejo_game_color,72.060,#D5C7C6,metallic,
Toxic Yellow,vallejo,vallejo_game_color,72.109,#E8D457,solid,
Ultramarine Blue,vallejo,vallejo_game_color,72.022,#383967,solid,
Verdigris,vallejo,vallejo_game_color,72.135,#91CBCC,solid,
Violeta Wash,vallejo,vallejo_game_color,73.209,#886CA7,solid,
Vomit,vallejo,vallejo_game_color,72.134,#847C33,solid,
Warlord Purple,vallejo,vallejo_game_color,72.014,#862351,solid,
Warm Grey,vallejo,vallejo_game_color,72.148,#B29E9D,solid,
Wolf Grey,vallejo,vallejo_game_color,72.047,#C3D1D1,solid,
Yellow,vallejo,vallejo_game_color,72.085,#EBA90C,solid,
Yellow Wash,vallejo,vallejo_game_color,73.208,#E9E85C,solid,
Acid,vallejo,vallejo_game_fx,72.607,#539E5D,exclude,
Bile,vallejo,vallejo_game_fx,72.606,#A4C600,exclude,
Corrosion,vallejo,vallejo_game_fx,72.608,#572922,exclude,
Demon Blood,vallejo,vallejo_game_fx,72.603,#66477E,exclude,
Flesh Blood,vallejo,vallejo_game_fx,72.601,#F27466,exclude,
Frost,vallejo,vallejo_game_fx,72.604,#8AC9E3,exclude,
Galvanic Corrosion,vallejo,vallejo_game_fx,72.610,#EEAE76,exclude,
Green Rush,vallejo,vallejo_game_fx,72.605,#8CC5B2,exclude,
Thick Blood,vallejo,vallejo_game_fx,72.602,#954E43,exclude,
